ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:147(__call__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:150(__contains__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:163(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:194(update)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:250(__init__)
33662            , 455.538, 0.014  , 457.335 , 0.014  , {built-in method matplotlib._image.resample}
38               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/ImageFile.py:67(_tilesort)
38               , 0.001  , 0.000  , 0.375   , 0.010  , /home/htxsns/anaconda3/lib/python3.7/site-packages/PIL/ImageFile.py:474(_save)
33662            , 0.838  , 0.000  , 463.075 , 0.014  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:161(_resample)
33662            , 24.455 , 0.001  , 25.231  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:202(_rgb_to_rgba)
5585             , 0.064  , 0.000  , 0.702   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:233(__init__)
5585             , 0.009  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:265(get_size)
5585             , 0.013  , 0.000  , 0.055   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:272(set_alpha)
33662            , 0.015  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:290(_get_scalar_alpha)
5585             , 0.011  , 0.000  , 0.092   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:303(changed)
16831            , 6.637  , 0.000  , 500.955 , 0.030  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:311(_make_image)
16831            , 0.345  , 0.000  , 513.464 , 0.031  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:614(draw)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:645(contains)
5585             , 0.152  , 0.000  , 4.802   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:681(set_data)
33662            , 0.016  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:742(get_interpolation)
5585             , 0.016  , 0.000  , 0.032   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:753(set_interpolation)
5585             , 0.008  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:783(set_resample)
33662            , 0.022  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:797(get_resample)
5585             , 0.008  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:801(set_filternorm)
33662            , 0.013  , 0.000  , 0.013   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:814(get_filternorm)
5585             , 0.009  , 0.000  , 0.013   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:818(set_filterrad)
33662            , 0.014  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:833(get_filterrad)
5585             , 0.034  , 0.000  , 0.736   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:883(__init__)
16831            , 0.186  , 0.000  , 501.709 , 0.030  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:914(make_image)
5585             , 0.043  , 0.000  , 0.489   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:930(set_extent)
22474            , 0.021  , 0.000  , 0.035   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:958(get_extent)
29               , 0.001  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:970(get_cursor_data)
29               , 0.000  , 0.000  , 0.002   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/image.py:996(format_cursor_data)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2991(<listcomp>)
29               , 0.001  , 0.000  , 0.027   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2980(mouse_move)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3099(zoom)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3269(update)
1                , 0.000  , 0.000  , 0.028   , 0.028  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3483(new_figure_manager)
1                , 0.000  , 0.000  , 0.027   , 0.027  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3492(new_figure_manager_given_figure)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3499(draw_if_interactive)
5585             , 0.028  , 0.000  , 1.770   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:3506(show)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:35(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:38(__call__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:50(available)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/widgets.py:58(locked)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:34(get_fig_manager)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:56(<genexpr>)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:45(destroy)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:71(destroy_fig)
5585             , 0.012  , 0.000  , 0.013   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:95(get_all_fig_managers)
5623             , 0.015  , 0.000  , 0.020   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:105(get_active)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:110(_set_new_active_manager)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/_pylab_helpers.py:123(set_active)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:142(__init__)
160186           , 0.028  , 0.000  , 0.028   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:147(open_group)
160186           , 0.023  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:154(close_group)
16831            , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:452(get_image_magnification)
51165            , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:640(flipy)
143355           , 0.147  , 0.000  , 2.431   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:659(new_gc)
143355           , 0.746  , 0.000  , 2.284   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:736(__init__)
143355           , 0.027  , 0.000  , 0.027   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:777(restore)
143355           , 0.054  , 0.000  , 0.054   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:806(get_clip_path)
143355           , 0.046  , 0.000  , 0.046   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:816(get_dashes)
143355           , 0.037  , 0.000  , 0.037   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:856(get_snap)
106779           , 0.113  , 0.000  , 0.179   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:867(set_alpha)
57071            , 0.064  , 0.000  , 0.064   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:884(set_antialiased)
57071            , 0.099  , 0.000  , 0.164   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:889(set_capstyle)
89948            , 0.026  , 0.000  , 0.026   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:894(set_clip_rectangle)
143355           , 0.269  , 0.000  , 1.609   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:900(set_clip_path)
57071            , 0.023  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:911(set_dashes)
215015           , 0.163  , 0.000  , 0.424   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:937(set_foreground)
38783            , 0.034  , 0.000  , 0.056   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:957(set_joinstyle)
57071            , 0.040  , 0.000  , 0.040   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:962(set_linewidth)
125067           , 0.032  , 0.000  , 0.032   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:966(set_url)
16831            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:970(set_gid)
75359            , 0.022  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:974(set_snap)
143355           , 0.030  , 0.000  , 0.030   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:989(get_hatch)
143355           , 0.094  , 0.000  , 0.124   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:993(get_hatch_path)
143355           , 0.025  , 0.000  , 0.025   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1000(get_hatch_color)
143355           , 0.025  , 0.000  , 0.025   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1008(get_hatch_linewidth)
143355           , 0.032  , 0.000  , 0.032   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1012(get_sketch_params)
16877            , 0.017  , 0.000  , 0.017   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1222(__init__)
16831            , 0.025  , 0.000  , 0.041   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1250(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1269(__init__)
44               , 0.001  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1304(__init__)
44               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1339(_update_enter_leave)
29               , 0.000  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1425(__init__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1524(__init__)
5623             , 0.127  , 0.000  , 242.968 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1600(wrapper)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1685(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1704(_fix_ipython_backend2gui)
22340            , 0.022  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1730(_idle_draw_cntx)
16831            , 0.023  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1738(is_saving)
16831            , 0.087  , 0.000  , 0.184   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1755(draw_event)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1761(resize_event)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1770(close_event)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1786(key_press_event)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1796(key_release_event)
29               , 0.000  , 0.000  , 0.037   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1880(motion_notify_event)
11               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1905(leave_notify_event)
11               , 0.000  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1921(enter_notify_event)
40               , 0.000  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1964(<listcomp>)
40               , 0.000  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1950(inaxes)
16831            , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:1994(draw)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2021(get_width_height)
5623             , 0.008  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2047(_get_output_canvas)
5623             , 0.185  , 0.000  , 243.768 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2083(print_figure)
10               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2278(mpl_connect)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2333(mpl_disconnect)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2421(key_press_handler)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2708(notify_axes_change)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2688(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2741(key_press)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2839(__init__)
30               , 0.000  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2940(_update_cursor)
33662            , 0.069  , 0.000  , 0.096   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backend_bases.py:2958(_wait_cursor_for_draw_cm)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/mathtext.py:3325(__init__)
6066             , 0.031  , 0.000  , 0.861   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3566(__init__)
6066             , 0.021  , 0.000  , 0.106   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3633(set_boxstyle)
36576            , 0.028  , 0.000  , 0.051   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3678(set_mutation_scale)
18288            , 0.005  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3689(get_mutation_scale)
18288            , 0.008  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3704(get_mutation_aspect)
18288            , 0.007  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/patches.py:3708(get_boxstyle)
